,X-coord,Y-coord,w
0,-8.438837931034483,-10.745793103448273,1.0
1,-7.59429,-10.790833333333335,1.0
2,-6.75160625,-10.834624999999999,1.0
3,-5.908607407407407,-10.873703703703704,1.0
4,-5.063787096774194,-10.904064516129033,1.0
5,-4.2169360000000005,-10.93328,1.0
6,-3.369164705882353,-10.954411764705881,1.0
7,-2.522669565217391,-10.97291304347826,1.0
8,-1.6811566666666666,-10.985133333333332,1.0
9,-0.8362226315789474,-10.990605263157894,1.0
10,0.8366765217391302,-10.994521739130436,1.0
11,1.6864960000000002,-10.983280000000002,1.0
12,2.52505,-10.972444444444445,1.0
13,3.3731799999999996,-10.953085714285715,1.0
14,4.222384210526315,-10.933473684210526,1.0
15,5.0647111111111105,-10.903703703703703,1.0
16,5.904160714285715,-10.873857142857142,1.0
17,6.750572727272728,-10.836515151515151,1.0
18,7.591864516129033,-10.792161290322579,1.0
19,8.438031034482758,-10.744689655172415,1.0
20,-8.652021428571429,-9.494007142857145,2.0
21,-7.790213888888889,-9.541474999999998,2.0
22,-6.924744117647059,-9.585529411764707,2.0
23,-6.061578260869567,-9.6234,2.0
24,-5.193986206896552,-9.658710344827586,2.0
25,-4.328294117647059,-9.686038235294118,2.0
26,-3.4620826086956527,-9.706939130434785,2.0
27,-2.5908466666666667,-9.725933333333332,2.0
28,-1.726130769230769,-9.741038461538462,2.0
29,-0.8604187096774193,-9.744919354838709,2.0
30,0.8588826190476192,-9.746435714285715,2.0
31,1.726577777777778,-9.736822222222221,2.0
32,2.5929406249999998,-9.725765625,2.0
33,3.4599499999999996,-9.711372727272726,2.0
34,4.328262068965517,-9.68628620689655,2.0
35,5.193613793103449,-9.656837931034483,2.0
36,6.062125,-9.622609375,2.0
37,6.92326551724138,-9.587555172413794,2.0
38,7.792607142857143,-9.543846428571428,2.0
39,8.653680952380952,-9.49255238095238,2.0
40,-8.810674285714287,-8.129911428571429,3.0
41,-7.9307227272727285,-8.17595909090909,3.0
42,-7.050145161290323,-8.221748387096772,3.0
43,-6.168785365853658,-8.259670731707315,3.0
44,-5.285838888888889,-8.292294444444444,3.0
45,-4.404506250000001,-8.3235375,3.0
46,-3.524293548387097,-8.343564516129033,3.0
47,-2.638683333333333,-8.361793333333333,3.0
48,-1.7563624999999998,-8.37395,3.0
49,-0.8725344444444444,-8.382607407407406,3.0
50,0.8740104,-8.380608,3.0
51,1.7559920000000002,-8.373187999999999,3.0
52,2.6424066666666666,-8.362216666666667,3.0
53,3.525319444444444,-8.34351111111111,3.0
54,4.402914705882353,-8.322079411764705,3.0
55,5.288209375,-8.29208125,3.0
56,6.168425000000001,-8.261055555555556,3.0
57,7.051486666666666,-8.222129999999998,3.0
58,7.930523333333334,-8.17588,3.0
59,8.809375000000001,-8.128904166666667,3.0
60,-8.927957142857142,-6.682182142857143,4.0
61,-8.0360625,-6.732074999999999,4.0
62,-7.147020833333333,-6.774,4.0
63,-6.252729999999999,-6.812583333333333,4.0
64,-5.359405882352942,-6.84375294117647,4.0
65,-4.463228571428572,-6.874214285714285,4.0
66,-3.571821052631578,-6.896721052631579,4.0
67,-2.6767700000000003,-6.91537,4.0
68,-1.7819147058823528,-6.928514705882353,4.0
69,-0.8858071428571428,-6.935846428571429,4.0
70,0.887513125,-6.936181250000001,4.0
71,1.7801500000000003,-6.9265323529411775,4.0
72,2.6768766666666672,-6.9152700000000005,4.0
73,3.5707857142857136,-6.89637142857143,4.0
74,4.4643,-6.874884,4.0
75,5.358116666666668,-6.8455699999999995,4.0
76,6.253391176470588,-6.812905882352942,4.0
77,7.145931578947367,-6.773268421052632,4.0
78,8.037220833333334,-6.729179166666667,4.0
79,8.929425,-6.68315,4.0
80,-9.022041732283462,-5.173415748031497,5.0
81,-8.121261428571428,-5.222024285714285,5.0
82,-7.220519620253164,-5.265574683544304,5.0
83,-6.318143650793651,-5.303697619047619,5.0
84,-5.415415923566878,-5.336189171974523,5.0
85,-4.513162345679012,-5.365378395061728,5.0
86,-3.609675,-5.387746428571428,5.0
87,-2.7049845070422536,-5.405849999999999,5.0
88,-1.8007317567567565,-5.41810472972973,5.0
89,-0.8960012142857144,-5.426019285714286,5.0
90,0.8960794520547944,-5.42561095890411,5.0
91,1.8006514492753625,-5.417881884057971,5.0
92,2.705860689655172,-5.405042068965517,5.0
93,3.6096945454545457,-5.3871393939393935,5.0
94,4.51322614379085,-5.365537908496733,5.0
95,5.416544755244755,-5.336067132867132,5.0
96,6.318893827160495,-5.303242592592593,5.0
97,7.221063888888888,-5.265234027777778,5.0
98,8.121426530612245,-5.2220414965986395,5.0
99,9.021465986394556,-5.1734027210884355,5.0
100,-9.098453125,-3.617940625,6.0
101,-8.190497777777777,-3.665071111111111,6.0
102,-7.281655555555555,-3.7073148148148145,6.0
103,-6.373852,-3.7477199999999997,6.0
104,-5.462219354838709,-3.7783709677419357,6.0
105,-4.552003125000001,-3.806984375,6.0
106,-3.6405111111111115,-3.8306611111111106,6.0
107,-2.7279677419354837,-3.8469064516129037,6.0
108,-1.8148470588235295,-3.85905,6.0
109,-0.9060611538461539,-3.8689307692307695,6.0
110,0.9028899999999999,-3.866037037037037,6.0
111,1.8169275862068968,-3.8591655172413795,6.0
112,2.7294703703703704,-3.8474185185185195,6.0
113,3.641580952380952,-3.8282571428571424,6.0
114,4.550719047619047,-3.8051571428571433,6.0
115,5.461926666666668,-3.7802033333333336,6.0
116,6.370864516129034,-3.746890322580645,6.0
117,7.280158823529412,-3.7076794117647056,6.0
118,8.190514285714286,-3.666846428571429,6.0
119,9.098148387096774,-3.617032258064516,6.0
120,-9.158657142857143,-2.0235857142857143,7.0
121,-8.245584848484848,-2.072193939393939,7.0
122,-7.3306249999999995,-2.1120900000000002,7.0
123,-6.415036363636364,-2.1503363636363635,7.0
124,-5.500003571428571,-2.184214285714286,7.0
125,-4.582145454545455,-2.2105772727272726,7.0
126,-3.665213513513514,-2.233337837837838,7.0
127,-2.7470344827586204,-2.2513,7.0
128,-1.8284346153846154,-2.2640192307692306,7.0
129,-0.9098043333333333,-2.27109,7.0
130,0.9103096428571427,-2.2694964285714287,7.0
131,1.8300485714285712,-2.264162857142857,7.0
132,2.745880769230769,-2.250542307692308,7.0
133,3.664516666666666,-2.233796666666667,7.0
134,4.582228125,-2.2112218749999997,7.0
135,5.498838461538463,-2.1823423076923074,7.0
136,6.417911111111112,-2.150674074074074,7.0
137,7.332958620689654,-2.1141379310344828,7.0
138,8.244944117647057,-2.0707441176470587,7.0
139,9.157390909090909,-2.022490909090909,7.0
140,-9.208253571428571,-0.39904535714285716,8.0
141,-8.290779310344828,-0.4480675862068965,8.0
142,-7.37130357142857,-0.4867967857142857,8.0
143,-6.450754285714287,-0.5250717142857143,8.0
144,-5.531521428571429,-0.5560017857142857,8.0
145,-4.608402777777777,-0.5859691666666667,8.0
146,-3.6858029411764712,-0.6070135294117648,8.0
147,-2.7621058823529405,-0.6232923529411766,8.0
148,-1.83813125,-0.6345206250000001,8.0
149,-0.9141862068965516,-0.6421296551724137,8.0
150,0.9150760000000001,-0.6422950000000002,8.0
151,1.8378904761904766,-0.6342347619047619,8.0
152,2.7633560975609757,-0.6223426829268293,8.0
153,3.6871851851851853,-0.6050966666666667,8.0
154,4.609065217391303,-0.5832134782608697,8.0
155,5.53076875,-0.55407375,8.0
156,6.448845833333333,-0.5237191666666666,8.0
157,7.370817241379312,-0.48666034482758624,8.0
158,8.289915384615385,-0.4474669230769231,8.0
159,9.208999999999998,-0.3986386486486486,8.0
160,-9.250469444444445,1.251286111111111,9.0
161,-8.32927391304348,1.2055130434782608,9.0
162,-7.403738235294118,1.1630323529411764,9.0
163,-6.4791,1.1279567567567568,9.0
164,-5.5562875,1.09615625,9.0
165,-4.630613043478261,1.0676695652173913,9.0
166,-3.7018341463414637,1.0494,9.0
167,-2.7777047619047623,1.033342857142857,9.0
168,-1.8473833333333332,1.01768,9.0
169,-0.920147027027027,1.0101324324324323,9.0
170,0.920382,1.0121399999999998,9.0
171,1.84673,1.0175466666666666,9.0
172,2.777193333333334,1.0312599999999998,9.0
173,3.7036916666666664,1.0455458333333334,9.0
174,4.629196969696969,1.0685848484848484,9.0
175,5.557607407407407,1.095922222222222,9.0
176,6.481506451612904,1.1263580645161289,9.0
177,7.4034666666666675,1.1616777777777778,9.0
178,8.327860714285714,1.2032178571428571,9.0
179,9.248713333333335,1.2500299999999995,9.0
180,-9.284819354838708,2.9211419354838712,10.0
181,-8.361057142857144,2.8772250000000006,10.0
182,-7.432088888888889,2.834858333333333,10.0
183,-6.5034025,2.7981900000000004,10.0
184,-5.5770225,2.7691875,10.0
185,-4.645427586206896,2.7438999999999996,10.0
186,-3.714717391304348,2.7211260869565215,10.0
187,-2.786585,2.7060999999999997,10.0
188,-1.85206875,2.693775,10.0
189,-0.9220117241379311,2.6870827586206896,10.0
190,0.922865625,2.6877218750000003,10.0
191,1.855006451612903,2.694512903225806,10.0
192,2.7870615384615385,2.703611538461539,10.0
193,3.717912,2.72286,10.0
194,4.647416216216216,2.7416243243243246,10.0
195,5.573877777777778,2.7710185185185185,10.0
196,6.5032181818181805,2.8004090909090915,10.0
197,7.430451724137931,2.8365413793103444,10.0
198,8.357651515151517,2.875887878787879,10.0
199,9.2842,2.9189999999999996,10.0
200,-9.308227272727272,4.609157575757576,11.0
201,-8.379387878787877,4.565242424242424,11.0
202,-7.453311111111112,4.5229740740740745,11.0
203,-6.522020588235294,4.491382352941177,11.0
204,-5.593560606060606,4.4639696969696985,11.0
205,-4.659996153846153,4.4337884615384615,11.0
206,-3.7285150000000002,4.41128,11.0
207,-2.794309756097561,4.398887804878049,11.0
208,-1.857885,4.3854275000000005,11.0
209,-0.9242078125000001,4.381584375,11.0
210,0.9262817391304347,4.3805000000000005,11.0
211,1.8588259259259257,4.387081481481482,11.0
212,2.7935027777777774,4.397383333333334,11.0
213,3.725815625,4.4155,11.0
214,4.659674193548387,4.434319354838709,11.0
215,5.5909,4.462674074074074,11.0
216,6.522940740740741,4.4882333333333335,11.0
217,7.449686206896551,4.524734482758621,11.0
218,8.382065789473685,4.565057894736841,11.0
219,9.306972,4.609952,11.0
220,-9.32769411764706,6.310838235294118,12.0
221,-8.39829375,6.267715625,12.0
222,-7.469611111111111,6.23017037037037,12.0
223,-6.536069696969697,6.19569696969697,12.0
224,-5.603542424242424,6.166784848484848,12.0
225,-4.669692307692308,6.139523076923078,12.0
226,-3.736069696969697,6.119184848484848,12.0
227,-2.79949,6.10532,12.0
228,-1.86615,6.09349375,12.0
229,-0.9260419230769231,6.086603846153845,12.0
230,0.9266179411764706,6.087617647058824,12.0
231,1.8632088235294118,6.094985294117647,12.0
232,2.798124242424242,6.108960606060607,12.0
233,3.73455625,6.1211625000000005,12.0
234,4.668639393939394,6.141124242424242,12.0
235,5.601241176470587,6.1674,12.0
236,6.536895454545455,6.193536363636364,12.0
237,7.468917142857143,6.230211428571429,12.0
238,8.397462500000001,6.2688375,12.0
239,9.32505,6.310045833333334,12.0
240,-9.339375,8.026728125,13.0
241,-8.410092307692306,7.983611538461539,13.0
242,-7.479747826086957,7.9455217391304345,13.0
243,-6.543125000000001,7.913757142857142,13.0
244,-5.609979166666666,7.884225000000001,13.0
245,-4.676278787878787,7.85880606060606,13.0
246,-3.737939285714286,7.839117857142858,13.0
247,-2.80548,7.82297,13.0
248,-1.8661137931034484,7.812213793103448,13.0
249,-0.9278071428571428,7.805725,13.0
250,0.9271544827586208,7.804562068965517,13.0
251,1.8672833333333336,7.811429166666667,13.0
252,2.805411111111111,7.82632962962963,13.0
253,3.7418375000000004,7.840537500000001,13.0
254,4.67427741935484,7.861432258064517,13.0
255,5.611075675675676,7.881191891891894,13.0
256,6.545704,7.914592000000002,13.0
257,7.4780240000000004,7.947832,13.0
258,8.409716666666666,7.9854400000000005,13.0
259,9.340134146341462,8.026241463414635,13.0
