4.000000000000000222e-01,-5.243000000000000327e+00,3.535507379481864568e-03,-1.492860129513957546e+01
4.249999999999999889e-01,-5.243000000000000327e+00,3.400190113136597730e-03,-1.381527867304714086e+01
4.500000000000000111e-01,-5.243000000000000327e+00,3.336556927033148233e-03,-1.255839606148596310e+01
4.749999999999999778e-01,-5.243000000000000327e+00,3.279761212413027233e-03,-1.120161358419911402e+01
5.000000000000000000e-01,-5.243000000000000327e+00,3.188369427628405268e-03,-9.768153042169462452e+00
5.250000000000000222e-01,-5.243000000000000327e+00,3.104694873815073107e-03,-8.276894261481331228e+00
5.500000000000000444e-01,-5.243000000000000327e+00,3.030286363481537494e-03,-6.739585789569779273e+00
5.749999999999999556e-01,-5.243000000000000327e+00,2.971893945832795089e-03,-5.163888560268835803e+00
5.999999999999999778e-01,-5.243000000000000327e+00,2.927906138446031200e-03,-3.557563594159335096e+00
6.250000000000000000e-01,-5.243000000000000327e+00,2.817546342534895613e-03,-1.920549149819269052e+00
6.500000000000000222e-01,-5.243000000000000327e+00,2.769921963978605114e-03,-2.646640187838490976e-01
6.750000000000000444e-01,-5.243000000000000327e+00,2.719820425501708917e-03,1.413402958754909289e+00
6.999999999999999556e-01,-5.243000000000000327e+00,2.635512122759709093e-03,3.108402469456263972e+00
4.000000000000000222e-01,-4.543000000000000149e+00,3.522514460246076087e-03,-1.415348026964054995e+01
4.249999999999999889e-01,-4.543000000000000149e+00,3.441223842143850513e-03,-1.301610753540280108e+01
4.500000000000000111e-01,-4.543000000000000149e+00,3.360065511390970556e-03,-1.173742357754865218e+01
4.749999999999999778e-01,-4.543000000000000149e+00,3.258909652134886828e-03,-1.036045159504516455e+01
5.000000000000000000e-01,-4.543000000000000149e+00,3.185422357896477465e-03,-8.912199811621917434e+00
5.250000000000000222e-01,-4.543000000000000149e+00,3.095383274862781569e-03,-7.407128304812029107e+00
5.500000000000000444e-01,-4.543000000000000149e+00,3.025352154118450890e-03,-5.857663428971189745e+00
5.749999999999999556e-01,-4.543000000000000149e+00,2.973993592826235446e-03,-4.270993265833450181e+00
5.999999999999999778e-01,-4.543000000000000149e+00,2.887220794029057586e-03,-2.653574081179020716e+00
6.250000000000000000e-01,-4.543000000000000149e+00,2.814884826435005635e-03,-1.009132663656860274e+00
6.500000000000000222e-01,-4.543000000000000149e+00,2.764216385324277155e-03,6.561345288159338152e-01
6.750000000000000444e-01,-4.543000000000000149e+00,2.679831706811203456e-03,2.340338783271413980e+00
6.999999999999999556e-01,-4.543000000000000149e+00,2.621468653442008898e-03,4.040427060170932450e+00
4.000000000000000222e-01,-3.843000000000000416e+00,3.536904584860562761e-03,-1.337358671780827279e+01
4.249999999999999889e-01,-3.843000000000000416e+00,3.418585052891704498e-03,-1.220761493592943836e+01
4.500000000000000111e-01,-3.843000000000000416e+00,3.361476666351247578e-03,-1.090841642191493932e+01
4.749999999999999778e-01,-3.843000000000000416e+00,3.250040989201839411e-03,-9.513492696972006613e+00
